,ID,Name,Artist,Release_Date,duration_ms,score,num_sp_playlists,sp_popularity,sp_streams,weekly_sp_stream,monthly_sp_streams
53298,1vT4TAFoxIV4HcWG86n0ur,Bên em là biển rộng,['Như Quỳnh'],2001-01-01,272826,0,11,2,141879,198,696
53299,3114u6tTwIEnHY1YQCJmWI,Một lần nữa thôi,['Như Quỳnh'],2001-01-01,244333,2,25,10,749071,455,1710
53300,1uqMQEyGnj1E8tyINAVtHi,Don't know why,['Như Quỳnh'],2001-01-01,232733,0,6,1,186525,130,646
53301,1j9PKlSdJgqrmqceqA5nSI,Em đã quên một dòng sông,['Như Quỳnh'],2001-01-01,297866,0,21,10,544851,467,1481
53302,2Mnjsr5aKRCN2X2fggmoMd,Anh là tia nắng trong em,['Như Quỳnh'],2001-01-01,253400,0,242,20,543814,2208,7387
53303,2aYH11BNWFVu78dBzleYlN,Trái tim mùa đông,['Như Quỳnh'],2001-01-01,367440,2,30,9,54799,583,4024
53304,1wEuhCYxUoQSnFpxOdp9IW,Tình yêu trái đắng,['Như Quỳnh'],2001-01-01,246560,2,33,10,49093,265,1431
53305,0cK1FKKd3mSrSWvdv1sbey,Cơn mưa hạ,['Như Quỳnh'],2001-01-01,297000,0,8,0,209699,190,1199
53306,3mnoUmbqanRnyvKYGey0N1,Chuyện giàn thiên lý,['Như Quỳnh'],2001-01-01,343160,0,11,2,863411,457,651
53307,03YevgfiY1nGqEEHOEwVZN,Anh cứ hẹn,['Như Quỳnh'],2001-01-01,222666,0,13,2,284547,252,8032
53308,0B6uLCRxbpvx5iRiixH2hh,Lá diêu bông,['Như Quỳnh'],2001-01-01,310906,0,9,2,244897,93,489
53309,116CI6TScuftvSWdEwr5W4,Chuyện hoa sim,['Như Quỳnh'],2001-01-01,338160,0,10,2,1594724,688,628
53310,2kdYmycfwaT7o0cPrHAKAY,Như vạt nắng,['Như Quỳnh'],2001-01-01,209533,2,37,0,126631,1692,2868
53311,14BZQ1zv71SXi0CafMc1GF,Hồi chuông xóm đạo,['Như Quỳnh'],2001-01-01,320800,0,10,1,277452,185,569
53312,2k88EvwvASEj05zsiZiaqU,Người tình mùa đông,['Như Quỳnh'],2001-01-01,255800,0,14,2,2383580,247,10108
53313,6tfcgklxENEBUzEv1LEUgh,Chuyện tình hoa trắng,['Như Quỳnh'],2001-01-01,317373,0,7,2,596998,221,568
53314,4QmP32DM9Tyxo8QXBLmU7n,Lần đầu nói dối,['Như Quỳnh'],2001-01-01,174893,0,93,19,218603,1431,5306
53315,1HPe1Uq26yg7eKE4yUicZu,Chuyện giàn thiên lý 2,['Như Quỳnh'],2001-01-01,338706,0,12,1,140824,684,1771
53594,1u43SLaVUpAiSspjsqkd6m,Màu Hoa Bí,['Như Quỳnh'],2000-01-01,335213,0,38,5,307489,797,4948
53595,5BmsPgL68CbvwVwIU9p2ll,Hát Hội Trăng Rằm,['Như Quỳnh'],2000-01-01,262413,2,39,7,129492,283,2197
53596,5Jxo1Q1JattRgBIixkYT2P,Nhớ Em Lý Bông Mai,['Như Quỳnh'],2000-01-01,358093,2,26,10,106707,695,3165
53597,399a5A7KOtrlzeKoXcMofU,Hẹn Hò Đêm Trăng,['Như Quỳnh'],2000-01-01,260413,1,67,9,292369,862,10511
53598,6T6rkTcfQsAAKePmcEePJZ,Lỡ Bước Sang Ngang,['Như Quỳnh'],2000-01-01,285720,0,10,0,41642,190,1203
53599,0hI2WgIYhVzftXtfVOdtfI,Hoa Thương Nhớ Ai,['Như Quỳnh'],2000-01-01,352440,0,23,0,99486,358,3333
53600,4rKLkPTwG7utFCOnc9OMd1,Hãy Nói Lời Yêu Anh,['Như Quỳnh'],2000-01-01,246053,2,24,3,73888,225,1820
53601,290J93CsKEgtPtYIIxQ65c,Tiền Và Lá,['Như Quỳnh'],2000-01-01,320706,0,16,1,3390,175,379
53602,5MHVIuGDLiy3qpu2UrkdKm,Buồn Như Phượng,['Như Quỳnh'],2000-01-01,275546,0,15,1,3125,132,1999
53603,54yuPIGeT6vmtIpiSjn6Ba,Cô Tấm Ngày Nay,['Như Quỳnh'],2000-01-01,260040,0,36,0,15626,564,15983
53892,1L3nIXhHGmxKuCTaGxzDCx,Tiếng Hát Chim Đa Đa,['Như Quỳnh'],1999-01-01,252146,0,94,15,92053,974,6379
53893,3hwP9aV6PGTMdfglmArtqc,Thuyền Xa Bến Đổ,['Như Quỳnh'],1999-01-01,291773,0,16,2,12825,101,1995
53894,18GxRjNoUmDNsQJrKngkhh,Tình Em Tình Anh,['Như Quỳnh'],1999-01-01,259706,0,13,1,4876,356,29531
53895,0OU4qUDLxWbFDVuQfQe3zW,Người Tình Và Quê Hương,['Như Quỳnh'],1999-01-01,297920,0,36,3,27935,175,1131
53896,46SNLprwdyft9i2kuPDP8e,Em Vẫn Sầu,['Như Quỳnh'],1999-01-01,284066,2,10,1,5186,4579,3791
53897,6t8V4y1LYGARevXT45yQgv,Miền Trung Thương Nhớ,['Như Quỳnh'],1999-01-01,317493,0,12,1,5663,197,1019
53898,3Toh03pm8ktnltiLF4CMQ4,Cho Tôi Được Một Lần,['Như Quỳnh'],1999-01-01,292013,0,26,0,9572,338,3437
53899,3rwqVfZp04MbZ7CL3J0adh,Yêu Tiếng Hát Ngày Xưa,['Như Quỳnh'],1999-01-01,291773,0,18,2,51527,212,2131
53900,2SpE43OS5OJjOlrvxKurlT,Chiều Thương Đô Thị,['Như Quỳnh'],1999-01-01,335680,0,40,6,16817,644,1572
53901,3IhByYQMEZd6Af2XxFUIzi,Tiếng Dân Chài,['Như Quỳnh'],1999-01-01,385880,0,39,0,11859,391,4315
54200,4rH8cplNX1DLbtUHLE3qJ9,Tình Yêu Vỗ Cánh,['Như Quỳnh'],1999-01-01,260200,2,47,5,32898,425,5974
54201,1hq6phdgilrBK555vwTSEC,Câu Lạc Bộ Làm Quen,['Như Quỳnh'],1999-01-01,272800,0,23,2,180000,286,1353
54202,5JTbXPqQOf3cBvxDYdACQJ,Thành Phố Sương Mù,['Như Quỳnh'],1999-01-01,289786,0,88,20,287070,2161,6938
54203,3LFNtE0PhGMtOWzMSPxGM6,Niềm Vui Không Trọn Vẹn,['Như Quỳnh'],1999-01-01,374546,0,23,3,45666,159,943
54204,00veXUVlyKjJbVZYRlSGVa,Chuyến Đi Về Sáng,['Như Quỳnh'],1999-01-01,338400,0,133,23,684383,2733,10199
54205,6MG9IkEz6kGeZ325hXofm9,Mùa Đông Thương Nhớ,['Như Quỳnh'],1999-01-01,214026,0,39,3,556848,264,8264
54206,5BlzvkOrEwtfSfJ7GXDX9t,Cho Vừa Lòng Em,['Như Quỳnh'],1999-01-01,335346,0,54,7,107048,860,1438
54207,3Mh8DlhWQnYz3jioFw0NNk,Chiều Cuối Tuần,['Như Quỳnh'],1999-01-01,268973,0,50,6,160335,314,2232
54208,0BqxoE6uJUwH0u724rg9lE,Người Yêu Dấu,['Như Quỳnh'],1999-01-01,215546,0,33,0,55247,881,3209
54209,2UDCewz97Fi9RUaKUymLa6,Tàn Nỗi Mong Chờ,['Như Quỳnh'],1999-01-01,276440,0,39,3,331533,176,6678
54518,1NuAIQsdPxD64Z2DAlSD6Z,Chuyện Lứa Đôi,['Như Quỳnh'],1998-01-01,282840,0,35,3,11943,154,1001
54519,4ihrGXrqjPFQIxjMPcFJFt,Tình Cờ,['Như Quỳnh'],1998-01-01,249160,0,15,1,4070,299,5270
54520,4FwKCo4hqe8yLdfsRLW5nl,Nửa Đời Yêu Em,['Như Quỳnh'],1998-01-01,335133,0,10,2,6527,921,1220
54521,5vsTkUu7jLB9IEknBGtu5W,Ú Tìm,['Như Quỳnh'],1998-01-01,266080,0,6,0,1898,351,2147
54522,5ChwkGCz2CZBEiOGXR0NPR,Nụ Hồng Mong Manh,['Như Quỳnh'],1998-01-01,293120,0,63,12,57323,502,1865
54523,1RrgamcFpVv3ebKMXYiEt2,Tim Vỡ,['Như Quỳnh'],1998-01-01,340680,0,29,3,11889,554,1039
54524,214wFziU9INY7hYvyCJ15f,Em Đi Rồi,['Như Quỳnh'],1998-01-01,315720,0,9,0,3162,262,936
54525,0h1HBB8YzrhpqGknMi8t7m,Vườn Yêu,['Như Quỳnh'],1998-01-01,273453,0,12,1,4578,215,1253
54526,5AD1MYDCqexEsoGYR9LAqx,Bài Ca Kỷ Niệm,['Như Quỳnh'],1998-01-01,243826,0,15,2,7793,129,2700
54527,6gwdWZlTCseWFAlJvoMDoO,Trái Tim Không Ngủ Yên,['Như Quỳnh'],1998-01-01,287546,0,24,3,8586,142,873
54846,0v6XB6SCbuLqs4CBWf8764,Bài Ca Đất Phương Nam,['Như Quỳnh'],1997-06-25,371306,0,10,1,58524,123,1133
54847,6HvSuZzQuDBOgQqG8e8qNd,Hồn Quê,['Như Quỳnh'],1997-06-25,220626,0,4,0,13624,813,2851
54848,2SLnaYB8CFVDQ7SQetSG6P,Hát Ru Tình Đời,['Như Quỳnh'],1997-06-25,341866,0,1,0,46285,1372,2834
54849,5TGaPYUVQ4YZny1QqgIZeX,Trăng Về Thôn Dã,['Như Quỳnh'],1997-06-25,282373,0,2,0,10802,166,864
54850,0fMoYdrjGzp8JsHRshPilf,Mơ Thấy Em Về,['Như Quỳnh'],1997-06-25,311800,0,2,0,52497,133,581
54851,0vCre36SmChyfJA9yC0CAJ,Nhớ Em Lý Bông Mai,['Như Quỳnh'],1997-06-25,361240,0,1,0,11771,1022,2270
54852,0uIU7ru3sE0Dd2pFYcdaD6,Cô Thắm Về Làng,['Như Quỳnh'],1997-06-25,286026,0,1,0,9009,63,590
55178,4unDec9HfbQSVZ0Hq6njjP,Bọt Biển,['Như Quỳnh'],1997-01-01,282106,2,118,9,107253,872,2597
55179,0guAtUVO1x7G98BDAB7UkU,Không Bao Giờ Quên Anh,['Như Quỳnh'],1997-01-01,385186,2,79,10,43950,620,3621
55180,5Aj0pGu8MhtdUAyQvrVeyu,Sầu Lắng,['Như Quỳnh'],1997-01-01,229946,0,11,0,6480,611,5776
55181,54Q1VTVwSQLlhL2fTZz7eH,Cay Đắng Tình Đời,['Như Quỳnh'],1997-01-01,292346,0,21,2,8841,121,1659
55182,2MZedUTTKOjTdOuhYv2waD,Tôi Vẫn Nhớ,['Như Quỳnh'],1997-01-01,378879,2,86,0,42704,3058,26802
55183,2SOiRBQ3EH2x3tNUbeNy8Y,Thành Phố Buồn,['Như Quỳnh'],1997-01-01,339012,0,90,22,166048,2314,7611
55184,4301zWYFUmOsAyZTiSZFVE,Chút Kỷ Niệm Buồn,['Như Quỳnh'],1997-01-01,286946,2,53,9,38192,615,1733
55185,4641S0QULIJj5ZrAbvDeBG,Đôi Ngã Đôi Ta,['Như Quỳnh'],1997-01-01,372639,2,34,3,11166,510,24412
55186,09yg3ONJT7FRjj6WhGfYCv,Ngày Vui Qua Mau,['Như Quỳnh'],1997-01-01,312240,0,24,3,12238,121,681
55187,13BvL2XYWNm4UtfPz9HfOk,Ru Nắng,['Như Quỳnh'],1997-01-01,281000,0,18,0,6539,457,8066
55523,4NfaV00flEon74ROUWZkd1,Tinh Ca Cho Em,['Như Quỳnh'],1996-04-01,301666,0,3,0,1397,432,1073
55524,7jf3FWIvSTSKtrVMFnod2T,Con đường có lá me bay,['Như Quỳnh'],1996-04-01,240000,0,3,0,1123,738,3369
55525,6uhZCaVD2V4MtvpnsaMZnP,Tuổi đời mênh mông,['Như Quỳnh'],1996-04-01,268866,0,3,0,3460,786,2573
55526,2BWw8fC2wCIBlTAqbmBfqR,Cô bé nhỏ xinh,['Như Quỳnh'],1996-04-01,375226,0,2,0,3659,1021,1271
55527,3FjHS5N2s8jYDFgnxLPehF,Bướm hoa,['Như Quỳnh'],1996-04-01,243973,0,0,0,11269,2490,3906
55528,1M4ntpYBdGOqcfVclLD9bm,Nhớ em,['Như Quỳnh'],1996-04-01,412933,0,2,0,2981,1013,1314
55529,1tCYmBs5htRIbTYozp4wjd,Ngọn cỏ nhỏ nhoi,['Như Quỳnh'],1996-04-01,208933,0,2,0,7586,1063,4707
55530,1DT0d1uwmD3Fxn7X1Voetf,Hãy nói với em,['Như Quỳnh'],1996-04-01,381266,0,2,0,4710,1014,1274
55531,0IKqwTg44ymKRsLOwuSnYz,Tình quê,['Như Quỳnh'],1996-04-01,255666,0,2,0,104042,599,10681
55532,1HMytgvAEAOlz371MuJ6Wp,Nhớ quê hương,['Như Quỳnh'],1996-04-01,364333,0,0,0,21878,4082,10531
55878,6c9po2x8qSOs1apZpSsEDe,Người đã như mơ,['Như Quỳnh'],1996-01-01,290160,0,3,1,68990,444,1323
55879,7JPxJNx1Ujx3d5SezSg7ge,Buồn hãy đi đi,['Như Quỳnh'],1996-01-01,257933,0,1,0,7679,398,12399
55880,7CQGlhpmQfpMTvtCVNR6IR,Chớ hỏi vì sao tôi buồn,['Như Quỳnh'],1996-01-01,278706,0,3,0,21456,423,2229
55881,0YDMsnlBLPKGpDWuVqIRLO,Nếu xuân này em lấy chồng,['Như Quỳnh'],1996-01-01,287693,0,5,0,15889,141,1587
55882,6l4jC7nCoxueZUU1UIUGZs,Yêu một mình,['Như Quỳnh'],1996-01-01,267400,2,20,8,309137,393,1999
55883,674zwVuNOa66QEzyzl14rL,Đời còn cô đơn,['Như Quỳnh'],1996-01-01,274040,0,2,0,86318,426,1305
55884,1SzPgPKicGrczIFHBq5Hxt,Đành lòng sao em,['Như Quỳnh'],1996-01-01,278626,0,4,0,30890,193,1520
55885,04jOqZFftmTRMbOJa5hVfo,Em mãi còn tình đầu,['Như Quỳnh'],1996-01-01,197733,0,1,0,10172,3027,4211
55886,36j87Kvz9oNCNCba23p5Lg,Mắt em,['Như Quỳnh'],1996-01-01,268106,0,1,0,35548,434,1361
55887,32konvSbX73c6JFcN1Dqcu,Những đồi hoa sim,['Như Quỳnh'],1996-01-01,432200,2,52,12,77181,625,2981
56243,0I0jR3YzdBwzTGHK12m4XD,Những bước chân âm thầm,['Như Quỳnh'],1996-01-01,208426,0,1,0,10002,857,3030
56244,4ZCeyG3f84gXX1QWCeEZyZ,Chiều Tím,['Như Quỳnh'],1996-01-01,257066,0,0,0,9137,2586,12189
56245,1urWahRVrpe5fDGijEmS8D,Tiếng sáo thiên thai,['Như Quỳnh'],1996-01-01,277930,0,0,0,23092,2460,5104
56246,6j8qKwdG183pXaBvAsIkLI,Người đi qua đời tôi,['Như Quỳnh'],1996-01-01,282495,0,0,0,11258,3185,5654
56247,3YreS6IWvRRRJDP3Em7NWQ,Anh cứ hẹn,['Như Quỳnh'],1996-01-01,227135,0,0,0,17857,2633,4265
56248,25aVAhZIBd5LggEDiAPt0x,Đến bên nhau,['Như Quỳnh'],1996-01-01,296384,0,0,0,12781,3178,5778
56249,6mEURha1WKhckJiUXEF66a,Cuối cùng cho một tình yêu,['Như Quỳnh'],1996-01-01,288255,0,0,0,8486,3182,6272
56250,50wN74ZSTNkjqW1tHHXxcG,Liên khúc Trúc Phương: Tàu đêm năm cũ,['Như Quỳnh'],1996-01-01,504170,0,0,0,37661,4069,10704
56251,53aZZepcz3YqhozLMm1Zr6,Câu Kinh tình yêu,['Như Quỳnh'],1996-01-01,294165,0,1,0,9389,34,436
56252,7E7vHXIVzJKXP4m2PbckE4,Mắt lệ cho người,['Như Quỳnh'],1996-01-01,303082,0,1,0,23799,44,330
56253,1rUc5C7VOWeydsSPwQtvid,Hàn Mặc Tử,['Như Quỳnh'],1996-01-01,388565,0,0,0,19477,4055,10505
56254,0AgzqjasYaOqja4FYqwWBy,Tiếng mưa rơi,['Như Quỳnh'],1996-01-01,234453,0,1,0,10653,473,3437
56255,68U03BmOrVUSJtAlySZvxx,Tình khúc buồn,['Như Quỳnh'],1996-01-01,319360,0,1,0,34241,383,925
56256,27L6gEaQkslxaogv7eQyxy,Một lần nữa thôi,['Như Quỳnh'],1996-01-01,249386,0,0,0,21039,2574,4888
56257,123iTHmvUrMIKepw0ijvRI,Chuyện một chiếc cầu đã gẫy,['Như Quỳnh'],1996-01-01,558528,0,0,0,37591,4067,10704
56258,2m1rHvXdqyKHa6336rlgPq,Thương nhau ngày mưa,['Như Quỳnh'],1996-01-01,338494,0,2,0,24220,2531,2232
56259,7es5s6aiBwyMkxocivWnlk,Chuyện giàn thiên lý 2,['Như Quỳnh'],1996-01-01,351893,0,1,0,14352,978,2388
56260,25cwWuTp5BvnL8YLfkI92j,Total eclipse of the heart,['Như Quỳnh'],1996-01-01,233116,0,0,0,6440,2483,3951
56261,0u9puGxdF1qAg55WkXrKHJ,Có những niềm riêng,['Như Quỳnh'],1996-01-01,394346,0,1,0,5387,975,2245
56262,4P1MeyPS8eoLpilxqclPcv,Và em hãy nói yêu anh,['Như Quỳnh'],1996-01-01,279082,0,1,0,12674,100,708
56638,5YNF9XajpN1ttnxFmsSHJo,Đón Xuân,['Như Quỳnh'],1996-01-01,217215,0,16,5,6682,264,3041
56639,6TkrPJf1OUNs5sjyrPhrBp,Nửa Đêm Ngoài Phố,['Như Quỳnh'],1996-01-01,304768,0,2,0,1062,127,538
56640,7p9tVxgK2MKsmJpH5axO2l,Qua Ngõ Nhà Em,['Như Quỳnh'],1996-01-01,252053,0,1,0,66334,500,5011
56641,3Les1yMi5L6W31NeV0XMM4,Biển Nhớ,['Như Quỳnh'],1996-01-01,382506,0,1,0,6209,983,2235
56642,3YWb6jOLa56mhvQzOrJOla,Quên Cả Lối Về,['Như Quỳnh'],1996-01-01,163008,0,2,0,4297,1454,5168
56643,0NShmstoCwC0aAvGp6QeuO,Nha Trang Ngày Về,['Như Quỳnh'],1996-01-01,433386,0,1,0,6929,997,2437
56644,0SIIN4m5YWOsvEfuJEih66,Về Dưới Mái Nhà,['Như Quỳnh'],1996-01-01,270613,0,14,0,31774,540,16001
56645,0XESgbEvNcE0uNozPGL1jw,Đêm Thưong Nhờ,['Như Quỳnh'],1996-01-01,206784,0,1,0,5610,970,3553
56646,4XjvABzynfs5yDsFeMsI73,Hãy Ngồi Xuống Đây,['Như Quỳnh'],1996-01-01,241472,0,9,3,15568,121,699
56647,2XYVo0gE5mPv8pmpRb8ZsD,Xuân này con không về,['Như Quỳnh'],1996-01-01,245120,0,1,0,8951,539,2654
56648,37I2sFLLkfVDq8K2Fg8nkP,So sad,['Như Quỳnh'],1996-01-01,205610,0,4,0,11372,1024,2906
56649,6rWCHzl1xVSvrma2Tby5uX,Chuyện Tình Hoa Trắng,['Như Quỳnh'],1996-01-01,314112,0,3,0,597711,710,625
56650,3j2aD5cQnyqDRoU6jNuZR4,Quên Câu Giã Từ,['Như Quỳnh'],1996-01-01,281834,0,2,0,5457,166,898
56651,6aCgo0ZeU3zplFS1jANmEC,Chúc xuân,['Như Quỳnh'],1996-01-01,544170,0,2,0,4838,1022,1512
56652,0ihmHApBRLtwS2IFq5wKwL,Tiễn Đưa,['Như Quỳnh'],1996-01-01,375872,0,2,0,3229,1013,1271
56653,4me21pSNIrOLaOhDW8Deyw,Huế Xưa,['Như Quỳnh'],1996-01-01,446506,0,1,0,9748,993,2452
56654,14O1KJvrpkA0qTXNT2ngDJ,Mơ Ước Người Yêu Bên Tôi,['Như Quỳnh'],1996-01-01,246335,0,1,0,8902,539,2654
56655,1Xm2MKdFx6XsAuSwb0ZQkT,Không Có Anh Trong Đời,['Như Quỳnh'],1996-01-01,286378,0,1,0,6024,63,595
56656,77ecbsXF8II9nMJkUfkuGI,Mưa hồng,['Như Quỳnh'],1996-01-01,304618,0,3,0,6235,31,92
56657,51MVjbBOOsmGaN3NAlNAMG,Như Vạt Nắng,['Như Quỳnh'],1996-01-01,208938,0,58,9,127128,937,2788
56658,3BW8slzoyZg4wwJ8beROZT,Niệm Khúc Cuối,['Như Quỳnh'],1996-01-01,390634,0,4,0,1849,2,1376
56659,0ovzhjOibOyD6aXHuc8qnE,Mừng Xuân,['Như Quỳnh'],1996-01-01,257215,0,6,1,1687,178,2248
57057,0Sc9efKaH4lPHzIgx5YH2e,Liên khúc Tình buồn đêm mưa,['Như Quỳnh'],1995-01-01,724680,0,130,0,168908,967,2893
57058,0jDxfxZr46QR2dPG9dUGWN,Liên khúc Phố mưa,['Như Quỳnh'],1995-01-01,689327,0,92,14,133015,824,2430
57059,59mXM5AmntF076cxiKk8OT,Liên khúc Ngày sau sẽ ra sao,['Như Quỳnh'],1995-01-01,675091,0,103,14,131251,757,2197
57060,68hX2PNwJOQf1XJGqs7WLD,Liên khúc Tình đau,['Như Quỳnh'],1995-01-01,602971,0,100,0,114282,1557,4827
57462,7dz9O9dIHVbVF2bDOLzIXK,Chuyện Tình Hoa Trắng,['Như Quỳnh'],1995-01-01,318972,2,53,0,108144,2566,9496
57463,0UYru4CFgm84tbMNoqUyRV,Anh Cứ Hẹn,['Như Quỳnh'],1995-01-01,221733,0,27,8,73767,430,1410
57464,2YJsd576X9JqXBrQxCBJT0,Hãy Quay Về Bên Nhau,['Như Quỳnh'],1995-01-01,249400,0,11,8,87383,369,1599
57465,618TeGkralEAKjj9xXoFkl,Nhà Anh Nhà Em,['Như Quỳnh'],1995-01-01,302466,0,60,13,209525,548,1924
57466,0tvG1ckAKh3yeq3JsjrbRc,Đà Lạt Xa Nhau,['Như Quỳnh'],1995-01-01,282400,0,16,8,118434,206,1385
57467,7KkDN0KVUBdhYqAK6xf80w,Đến Bên Nhau,['Như Quỳnh'],1995-01-01,292533,0,18,4,81957,210,2468
57468,0DgtnDpkExMRWK4eV7xgoe,Một Mình Trong Chiều Vắng,['Như Quỳnh'],1995-01-01,270533,0,5,3,33568,106,587
57469,5FKkFE0Uv3L8ZtAPgp0705,Lòng Mẹ,['Như Quỳnh'],1995-01-01,321973,0,20,8,105753,361,882
57470,14NjLsm4peebk4yYGj7xfi,Tình Phai,['Như Quỳnh'],1995-01-01,269960,0,15,7,76619,239,2022
57471,56iRIWpvbqDtL8AOJZHf50,Mưa Rừng,['Như Quỳnh'],1995-01-01,244373,2,39,10,243619,435,2262
57883,7jt1FclI6lJPXhrBASn7eV,Rừng Lá Thay Chưa,['Như Quỳnh'],1994-01-01,262293,2,35,11,180192,450,1768
57884,7rIaUbxVqQ1aT6YLjCohqV,Như Vạt Nắng,['Như Quỳnh'],1994-01-01,209640,0,68,0,276290,971,2725
57885,5uHGZelXHeMZNWvF72e0Z1,Mưa Trên Biển Vắng,['Như Quỳnh'],1994-01-01,306293,2,39,9,326387,380,1854
57886,1SqPuyurBgZXwhIj2oP2lU,Con Đường Xưa Em Đi,['Như Quỳnh'],1994-01-01,292066,0,95,20,250185,2100,6696
57887,4IcllnmKyvzURUsrTYeZi1,Một Ngày Không Gọi Nhau,['Như Quỳnh'],1994-01-01,307000,0,11,3,23023,100,574
57888,41t4yWDcIa4vQQ5NIwL7Rk,Qua Ngõ Nhà Anh,['Như Quỳnh'],1994-01-01,235266,0,13,0,31872,645,19028
57889,1FSk16JqjahYqrM2PfcY3f,Chuyện Hợp Tan,['Như Quỳnh'],1994-01-01,362973,0,34,0,46649,423,2640
57890,1ag7jcyeuJYN0KO8NwakqE,Mưa Xa,['Như Quỳnh'],1994-01-01,376266,0,9,0,17618,304,1584
57891,4tZNi5DkhQf0sdObmCYcSv,Gởi Về Anh,['Như Quỳnh'],1994-01-01,296093,0,32,8,54616,328,1093
57892,2bOLPLmnHoC8qAdsjSvRL8,Sao Chưa Thấy Hồi Âm,['Như Quỳnh'],1994-01-01,401560,2,55,11,78500,563,2757
58314,65eMfaSRU0P0RuYIK84XXV,Chuyện Hoa Sim,['Như Quỳnh'],1994-01-01,339133,0,164,25,1598806,7618,30313
58315,5YiHvRxIzQ4hJgtwAXyW3B,Người Tình Mùa Đông,['Như Quỳnh'],1994-01-01,256226,0,228,24,2387138,6304,25736
58316,0UEHPYsZZt4vI1Gfgkzv6q,Mưa,['Như Quỳnh'],1994-01-01,303973,0,15,0,33088,257,7846
58317,4MxbMjbKSA2IehaLMBMjQn,Mộng Du,['Như Quỳnh'],1994-01-01,336226,0,10,4,114451,717,1221
58318,2C1qlGUFYoJSMomcip49iK,Biển Dâu,['Như Quỳnh'],1994-01-01,352866,0,18,6,49771,307,993
58319,1vfCTpUo8zJN0zP200hHH1,Lá Diêu Bông,['Như Quỳnh'],1994-01-01,310706,2,51,0,114569,1805,6739
58320,6m9kKg7meR3p08qlwyfkbU,Chuyện Hoa Tigôn,['Như Quỳnh'],1994-01-01,249426,2,34,7,84355,269,1981
58321,2Gk06k6eh9AndyrxMHE3lj,Liên Khúc Mưa,['Như Quỳnh'],1994-01-01,349333,0,27,7,64760,277,1010
58322,2O2VaTRZC7E9iSbv7HiRMS,Xin Người Về,['Như Quỳnh'],1994-01-01,260773,0,19,8,102211,866,1590
58323,0oTWAXS4WgTtYtVFTLk5Xa,Mưa Qua Phố Vắng,['Như Quỳnh'],1994-01-01,339360,2,46,11,141254,1738,3788
58324,4i56o0UdtZoiElrAA5a9Vi,sao phải yêu?,['T.R.I'],2023-11-28,75800,0,14,11,23322,327,2187
58325,50ZFUV5GECwiWno4zRPOWk,bướngg,['T.R.I'],2023-11-28,166000,0,30,9,30359,211,1224
58326,2k71SWn7HY2d4petpzSpRK,hơi ngại,['T.R.I'],2023-11-28,242076,0,32,13,50703,580,2085
58327,4lJoUJq3JvNFJhD34MolQZ,si mê,['T.R.I'],2023-11-28,261269,1,131,22,250119,2774,9263
58328,4WOWDMV4BOFxinT2CmZLVj,toihomquaemtuyetlam,['T.R.I'],2023-11-28,265350,0,20,10,23647,682,2182
58329,6FMx7MQdkHSTkuELW9Am42,hơi sai,['T.R.I'],2023-11-28,230489,0,23,11,26962,589,2017
58330,7BWlCQ3Xic6qEZH5A3UehH,ra là vậy.,['T.R.I'],2023-11-28,65960,0,20,11,52169,424,1602
58331,4nENgC9MbNFa88uMEVdEYK,Cánh Đồng Yêu Thương - Piano Version,['Mr.Siro'],,360883,0,191,29,543740,8648,30461
58332,5drzhdpIHTZvxubPIJKzwg,Chạm Đáy Nỗi Đau - Piano Version,['Mr.Siro'],,229840,0,185,28,714343,4952,19001
58333,2lirJRBLE5JVgc79tDKPtz,Đừng Ai Nhắc Về Anh Ấy - Piano Version,['Mr.Siro'],,233198,0,204,32,896085,9229,31941
58334,4XIPFLTbQAX8CnFKIIolKC,Em Đã Sai Vì Em Tin - Piano Version,['Mr.Siro'],,196202,0,25,0,159262,945,3643
58335,1zCqbK0pTvuTpSBTkKyYUw,Em Gái Mưa - Piano Version,['Mr.Siro'],,210983,0,173,32,2833960,9540,36920
58336,6tsFcYpKEHYszmhcMXf7zY,Khóc Cùng Em x Anh Chỉ Là Người Thay Thế - Piano Version,['Mr.Siro'],,332894,1,238,31,1894740,7664,28967
58337,6R1NyJ7KYrYqX6IL7MiZO5,"Mashup Phải Giữ Em Thế Nào, Lắng Nghe Nước Mắt - Piano Version",['Mr.Siro'],,247662,0,18,0,89385,807,2983
58338,3BcmUmwsJUvFDRWorOKpkR,"Mashup Yêu Người Không Thể Yêu, Tình Yêu Đẹp Nhất - Piano version",['Mr.Siro'],,286247,0,26,17,92241,757,2963
58339,4kvDiQUNn6mYq8FOjnlcLU,Người Từng Yêu Anh Rất Sâu Nặng - Piano Version,['Mr.Siro'],,157022,0,41,20,163479,1450,5735
58340,6b43yzrqnGcoVovkN254n4,Nguyện Làm Tri Kỷ - Piano Version,['Mr.Siro'],,202167,0,28,0,107616,877,3162
58341,3KQWdR2oE9SzoAPu83RVsZ,Sống Xa Anh Chẳng Dễ Dàng - Piano Version,['Mr.Siro'],,230796,0,198,29,684721,6441,22142
58342,5ouK58j5M0thcpNEmoeuAc,Trái Tim Em Cũng Biết Đau - Piano Version,['Mr.Siro'],,141270,0,73,21,195917,1678,6415
